1.081494139999999931e+02,2.147419899999999870e+01
1.067211910000000046e+02,2.197429299999999941e+01
1.068420409999999947e+02,2.279711500000000157e+01
1.052819819999999993e+02,2.334292800000000057e+01
1.039306639999999931e+02,2.267552299999999832e+01
1.021398930000000007e+02,2.248278300000000129e+01
1.033044430000000062e+02,2.066431100000000143e+01
1.044909669999999977e+02,2.060262200000000021e+01
1.047985840000000053e+02,1.980874299999999977e+01
1.040954590000000053e+02,1.967431500000000000e+01
1.038977050000000020e+02,1.918736900000000034e+01
1.050622560000000050e+02,1.855322699999999969e+01
1.072705080000000066e+02,1.589935099999999935e+01
1.074462889999999931e+02,1.229850000000000065e+01
1.057873539999999934e+02,1.150227499999999914e+01
1.061389159999999947e+02,1.084481599999999979e+01
1.055346679999999964e+02,1.100662299999999938e+01
1.043481450000000024e+02,1.043451400000000007e+01
1.049414060000000006e+02,9.926287000000000305e+00
1.047216800000000063e+02,8.386155999999999722e+00
1.066003419999999977e+02,9.493130999999999986e+00
1.068750000000000000e+02,1.027240199999999959e+01
1.090722659999999991e+02,1.124377999999999922e+01
1.094018549999999976e+02,1.365737400000000079e+01
1.084460449999999980e+02,1.603595899999999830e+01
1.065124509999999987e+02,1.798987899999999840e+01
1.057543950000000024e+02,1.901088299999999975e+01
1.060510249999999957e+02,1.990174199999999871e+01
1.069848630000000043e+02,2.085949600000000004e+01
